,name,price,review,evaluation
0,시라카와,,"예전에 먹고 너무 맛있어서 계속 또 가고싶어했던 시라카와 2.5단계 풀리는 날 칼같이 7시 첫손님으로 들어갔다. 이날 다 먹을 때까지 사람이 아무도 없어서 프라이빗하게 멋진 식사를 했지만 시라카와 망할까봐 너무 걱정된다..

혼자 일찍 도착해서 맥주만 시키고 꽤 오래 앉아있었는데 아무 눈치도 안주셔서 맘 편히 놀고있을 수 있었음. 맥주를 어떻게 따르길래 거품까지 맛있는건지 궁금하다.

이날은 흑임자 소스를 곁들인 숙성 도미 회, 버섯, 아스파라, 버터고구마, 우유튀김, 닭 안심, 새우, 단호박, 갑오징어, 조린 무를 먹었는데 역시나 뭐 하나 빼먹을것 없이 맛있었음.

도미회는 진짜 엄청 쫄깃하고 흑임자 소스랑 최강으로 잘어울려서 아직도 먹고싶다. 없어지는게 슬플 정도로 맛있었는데 흑임자 맛 같은거 싫어하는 짝꿍도 맛있다고 잘 먹음. 거봐 흑임자 맛있다고 했지

버섯은 좋아하지 않는데도 여기만 오면 버섯이 그렇게 맛있다. 예전에 먹었던 것들은 맛있으니 더 말할 것도 없어서 생략하고 새로 먹은 단호박, 새우, 조린무, 우유튀김을 이야기해보자면 조린 무는 진짜 조린 무에서 즙을 싹 빼낸 맛이 난다. 조린 무라는 존재 자체를 좋아하지 않아서 쏘쏘였는데 짝꿍은 엄청 맛있게 먹음.

새우는 하나만 시켰는데 서비스로 하나를 더 주셨다..! 내가 그동안 먹은 새우튀김은 가짜라는걸 깨닫게 되었음. 새우가 두껍지 않은데도 입에서 새우살이 통통 튄다.
우유튀김은 너무 궁금했는데 디저트로 딱. 대신 너무 뜨거워서 잘 식혀 먹어야 하는데 식으면 맛없을까봐 못참고 먹게 됨. 단호박은 단호박 본연의 맛이 잘 살아있어서 단호박 싫어하는 사람들에겐 좀 난감할 수 있으나 단호박매니아인 나는 너무 좋았다.

서비스로 오이 와사비 절임도 주셨는데 오이극혐자인 나는 와사비 도움을 받아도 먹을수없었지만 짝꿍이 맛있다고 열심히 먹더라.. 너라도 기뻐서 다행이다..

변함없이 친절하시고 너무 맛있는 시라카와..",맛있다
0,시라카와,,맛있어요. 흠잡을데 없는 튀김 맛. 다양한 재료를 즐길 수 있어서 좋네요.,맛있다
0,시라카와,,"튀김으로 신선 놀음 가능
튀김 전문점이고 기대치가 높았던곳
가격도 합리적이라 괜찮다
다찌 자리 조명이 좀 그래서 사진이 이따구지만
튀김과 요리들은 상당히 맛있는편
소금과 간장 와사비, 그리고 와사비 비슷한 머시기 있었는데 달짝찌근허니 맛있는게 찍어 먹는 양념 라인업들도 한 따까리 하는구나 싶음
한번쯤 가볼만한곳으로 츄천",괜찮다
0,시라카와,,"사진을 별로 찍지는 못했지만 내인생 가장 맛있는 도미를 먹었다 도미부터 디저트까지 웃음짓게 만드는 맛.
오히려 새우 덴푸라가 무난해서 그나마 가장 별로 였다.
연근튀김도 강추 우니는 맛있지만 가성비가 좀 떨어진다.
너무 만족스러운 저녁이였다. 서비스도 정말 좋다.",맛있다
0,시라카와,,"사진찍다 포기..
튀김이라 대체적으로 맛은 있었으나
튀김력이 엄청나진 않았습니다..
덴푸라만큼은 야채를 좋아하는데 여기도 육류보단
야채류가 더 맛있었고
기억나는건 일품요리중 오이절임은 약간 달았으며
포테토샐러드는 재방문하면 또 시킬것 같구
프렌치토스트도 꽤 맛있게 먹은걸로 기억이 나네요",맛있다
0,시라카와,,가격대비 아주 고급진 튀김요리를 맛볼 수 있는 곳. 네츄럴 와인들도 그렇게 비싸지 않은 가격대를 형성하고 있다. 신발을 튀겨도 맛있다지만 이곳의 튀김은 어나더레벨. 다만 자리가 많지 않아 예약이 필수. 워크인으로 갔는데 테이블 자리라도 있는 날이면 계탄 날이니 와인 시키시길. 추가적인 성장을 기대한다 정말 정말 기대된다.,맛있다
0,시라카와,,"〰️총점: (4.8/5), 재방문 의사 yes

✔Comment

서울에서 가장 높은 퀄리티의 찐 '덴푸라'를 선보이는 캐주얼한 바. 덴푸라에 진심인 장인정신이 깃든 곳.

✔Taste

뜨겁게 끓고 있는 맑고 투명한 기름부터 믿음직. '우니 덴푸라'는 가는 날마다 솔드 아웃이라 맛보지 못했지만, 대체로 모든 메뉴가 다 맛있다. 조금만 잘못 튀겨도 튀김옷은 눅눅해지고 재료는 기름을 흡수해 느끼해지기 마련인데, 이곳 튀김옷은 각 재료의 향과 식감을 그대로 가둬 주고, 기름은 그것의 풍미만 더 끌어 올려주는 역할을 한다. 일본에서 느낀 덴푸라를 그나마 가장 가깝게 재현한 곳이라 생각. 참고로 '오이 와사비 절임' 시켜놓고 살짝 기름 올라올 때 깨끗이 씻어주면 좋다. '시라카와 오리지널 트러플 소스 포테이토 샐러드'는 에피타이저로, '프렌치 토스트'는 디저트로 주문하는 것도 추천. 기분 좋으면 사케도 꼭 주문해서 곁들여보자.

✔Service

가족분들이 다 함께 요리하고 운영하는 거라 따뜻하다. 일본의 섬세함과 장인 정신이 느껴지지만 무겁지 않다.

✔Mood

무게 잡아도 이상하지 않을 퀄리티인데 양심적이고 가족적인 분위기라서 더 좋다. 전 메뉴를 모두 맛봐도 부담스럽지 않은 가격이니 무조건 자주 가줘야 한다.

✔Only for 일리

튀김류는 원래 그닥 좋아하지 않아, 일본에서 가본 바 한두 곳을 제외하고는 만족스러웠던 집이 없다. 그러던 중, 작년에 긴자에서 유명하다는 '덴푸라 오마카세'를 처음 먹고 진심 쇼크(물론 1인당 24만원이라는 충격적 가격도 쇼크에 한 몫함);; '내가 지금까지 먹었던 건 덴푸라가 아니구나. 나는 덴푸라를 좋아하는 사람이었구나...'생각하며 그렇게 그곳을 그리워한지 어언 반년 차. 신생 덴푸라 바 '시라카와'에 대한 소문이 슬금슬금 들리기 시작하길래 당장 방문. 그러고 바로 재방문에 재재방문. 신메뉴 나왔던데, 조만간 또 가야지!

+ 아니, 갤럭시는 썸네일이 3개 보이는데 아이폰은 1개만 보이네요? 이럴수가...

➰추천 메뉴: 덴푸라(상이), 1인 덴푸라 5종 모듬(9,900), 오이 와사비 절임(3,000), 시라카와 오리지널 트러플소스 포테이토 샐러드(10,000)

#시라카와 #일리인생맛 #랜덤리뷰",맛있다
0,시라카와,,야채도 해물도 튀기기만 하면 요리가 되는 마법의 식당,맛있다
0,시라카와,,2차로 술마시러오기 좋은곳,맛있다
0,시라카와,,"별 다섯개 일본식 튀김집⭐⭐⭐⭐⭐카운터에서 마쓰잔에 마시는 니혼슈랑 맥주에 도미머리조림과 각종 튀김❤우니, 전복, 초당옥수수, 무, 이베리코햄, 아보카도, 아스파라거스, 은행, 우유, 치즈, 고구마, 연근, 브로콜리❤베스트3는 우니튀김, 우유튀김, 무튀김. 단, 여기는 '튀김집'임을 잊지 말 것!(도미머리는 평타)",맛있다
0,시라카와,,맛있는데 가격은 좀 있는 편,맛있다
0,시라카와,,"지금까지 6번 넘게 방문한 곳으로 맛, 가성비, 서비스 모두 훌륭한 곳입니다 특히 술마시기 좋은 곳이구요 처음 가게 되면 튀김 모듬 5종을 꼭 드셔보시기 바랍니다 튀김은 역시 야채가 진리인듯! 그 외에 자주 바뀌는 튀김 일품요리도 정말 맛있습니다 골라먹는 재미가 있어요~ 튀김치고 느끼하지 않는 편이지만 계속 먹으면 느끼할수 있으니 오이 와사비 절임도 같이 주문해서 드시면 좋습니다^^ 주변 사람들에게 강추하는 곳입니다 한가지 딱 아쉬운 건 우동빼고는 국물요리가 없는데 국물요리(미소시루나 요즘 유행하는 마리탕 등등) 한가지 정도 더 있으면 좋을것 같습니다~",맛있다
0,시라카와,,"일주일에 세번가도 매일 생각날 곳....


사진순으로 트러플포테이토샐러드-오늘의텐동-표고버섯, 조린 무, 우유튀김, 가지-전복, 갑오징어, 이베리코 햄, 말차초콜릿

포테이토샐러드는 트러플향이 강하지않아 느끼하거나 호불호가 갈릴맛은 아니예요! 그래서 어쩌면 굉장히 평범하다고 느낄수도 있을만한?

텐동은 처음에 소스랑 밥을 잘 섞으려고 하는데 섞이지가 않아서 너무 질지않나 싶었는데 먹어보니 진밥이라기보단 뭔가 쫀득한 밥이였어요 그래서 바삭한 튀김이랑 같이 먹었을때 맛이 배가 되는 느낌! 김튀김이 좀 두꺼워서 질긴 느낌이였다는거만 빼면 나머지 튀김(새우, 아스파라거스, 연근, 단호박, 새송이, 느타리)은 정말 맛있었어요

단품으로 조린무, 갑오징어가 정말 인상적이었어요
이 두가지는 꼭 드셔보셨으면 좋겠어요!

고급음식으로 인식되는 ‘덴푸라’ 치고는 굉장히 저렴하지만 저처럼 식사를 하러가는 분들이라면 그 가격이 만만치않게 나올테니 2차로 가시는걸 추천!",맛있다
0,시라카와,,너무 맛있어요 ^^,맛있다
0,시라카와,,"튀김 오마카세집. 나는 튀김을 별로 안좋아한다고 생각해왔는데 여기서 먹고 생각이 바뀌었다. 나는 튀김을 안좋아하는게 아니라 맛없는 튀김이 싫은거였음..

식사 메뉴도 있지만 오래 걸린대서 감자샐러드 하나에 갑오징어, 아스파라거스, 닭안심, 우니, 꿀고구마, 버섯, 맥주 소자 주문. 둘이 이렇게 먹었는데 그럭저럭 배 차는 정도여서 애매하게 배고프거나 2차로 가기 좋을 듯 하다.

자리는 다찌자리뿐이라 협소하지만 하나하나 정갈하게 내어주시는 튀김들이 정말이지 완벽 그 자체........ 버섯을 좋아하지 않는데도 너무 맛있었고 오징어도 탱글하니 환상의 식감이었다. 고기 잡내에 엄청 민감해서 치킨 다리에서도 잡내를 느끼는 편인데(그래서 다리 안먹음) 이렇게 흐릿하게라도 고기 특유의 냄새가 아예 안나는 닭안심 튀김도 처음이었다. 모든게 완벽해..

감자샐러드는 감자 사라다같은 느낌이라 별로였는데 소스는 정말 맛있었다. 다음에 가면 일품요리중에서는 다른걸 먹어봐야겠다. 재방문의사 30000%",맛있다
0,시라카와,,"평이 워낙 좋아서 기대 가득한 마음으로 갔습니다.
바에 앉았는데
튀김 하나 나올 때마다 바로 주시고
무슨 소금을 찍으면 맛있는지 설명을 해주세요.
두 명이서 하나가 나오는 메뉴는 전부 반으로 잘라주시구요.
튀김들이랑 텐동 시켰는데
야채튀김들을 최대한 안 겹치게 구성해주셨다고 하셨어요.
이 금액에 이렇게까지 친절한 서비스를 받을 수 있다니... 맛도 맛인데 먹으면서 서비스에 정말 감동했습니다.

튀김도 아주 깨끗하고 바삭하고 좋았어요.
텐동 끝판왕 느낌!
‘먹어본 텐동 중 제일 맛잇다!’ 이런 느낌보다는
‘와 이렇게 다양한 튀김들로 텐동을 먹을 수 있구나’ 이런 마음이었어요.
(맛있습니다. 아주 맛있어요. 단지 구성이 더 돋보였던 텐동인 겁니다.)

텐동 메뉴 포함하여
연근, 새우, 브로콜리, 느타리버섯, 새송이버섯, 단호박, 도미, 김 튀김을 먹었는데 정말 맛있었습니다.

그런데 저는 버터 고구마 튀김은 약간 아쉬웠어요. 진짜 맛있어 보였는데... 너무 달았어요... ㅠ

1인 1드링크라 저는 탄산수를 시켰는데
다음 번엔 콜라를 시켜볼까 싶어요. ㅎㅎ

곧 다시 방문 예정입니다!",맛있다
0,시라카와,,"배가 고파 텐동하고 어떤 우동과 이 감자샐러드 하우스와인 한잔 먹었는데

감자샐러드는 차가운 매쉬 포테이토에 반숙 계란이 올라간 매우 평범한 맛이었고

텐동 위에 올라간 튀김을 맛보고 추가 튀김을 시키진 않았네요",괜찮다
0,시라카와,,확실히 트러플 든 계란 요리 증말 맛있더군요 튀김도 맛있는데 막 특별한 느낌은 받지 못했던 것 같아요 ㅠ 후에엥 그래도 가보고 싶었던 집이라 만족쓰,괜찮다
0,시라카와,,"“제대로 텐푸라”

#텐푸라
어렸을 때부터 ‘덴뿌라’하면 자연스레 어묵을 떠올렸다. 할머니가 어묵을 그렇게 부르셨기 때문이다. 어느날은 오래된 중화요리점에 갔는데 메뉴판에 ‘덴뿌라’가 있었다. 그곳의 덴뿌라는 왠걸. 어묵이 아니라 고기튀김이었다.

일본에서 ‘텐푸라’가 튀김을 뜻하는 단어라는 건 성인이 되고 나서야 알았다. 지인을 통해 건네들었을 때, 많이 과장해서 말하면, 삶의 일부분이 부정당하는 기분이었다. 정통 이자카야를 표방하는 곳들이 생겨나며 텐푸라라는 말이 제대로 쓰이기 시작한 것도 이 맘 때 즈음인 것 같다.

#튀김민국
“신발도 튀기면 맛있다.” 라는 말이 다 있을 정도로 튀김요리를 사랑하는 나라. 하지만 막상 따져보면 우리나라에서 다양한 튀김요리를 즐길 수 있는 곳은 많지 않다. 그나마 분식집이 그 역할을 하고 있는데, 가격에 대한 심적 허들이 높은 요식업 형태이다 보니 저렴한 재료와 기름을 사용할 수 밖에 없고, 오랫동안 이 같은 튀김을 접해온 사람들에겐 “튀김은 값싼 요리”라는 인식이 생겼다.

몇 년 전부터 국내에 오마카세와 텐동집들이 유행하며 튀김에 대한 인식은 바뀌기 시작했다. 다찌 건너편에서 셰프가 재료 하나하나 공들여 튀긴 후 튀김 반죽을 멋지게 흩뿌리는 모습은 튀김을 장인의 음식으로 다시 보게 했다. 이런 흐름에 힘입어 ‘텐쇼’ 같은 텐푸라 오마카세나 ‘쿠시마사’와 같은 쿠시아게 전문점도 생겼다.

#시라카와
일본에서 요리를 배워온 형제와 솜씨 좋은 어머니가 함께 운영하는 텐푸라 요리집이다. 동생은 튀기고 형과 어머니는 요리한다. 텐푸라 문화를 제대로, 하지만 부담스럽지는 않게 즐기도록 하는 게 목표인 식당이다. 그 마음만큼 참 귀한 식당이다.

#트러플소스포테이토샐러드
플라워 패턴의 접시 위에 크리미한 트러플 소스를 깔고 그 위에 포테이토사라다와 반숙 계란을 올린 뒤 허브를 흩뿌렸다. 입 벌린 계란에서 나온 먹음직스러운 노른자가 접시까지 흘러내렸다. 귀족스러운 자태만큼 맛도 참 고급스럽다.

#텐푸라5종모듬
다섯가지 재료가 오마카세로 나온다. 두루두루 좋았지만 가장 인상깊었던 건 연근. 연근 특유의 매력적인 치감이 살아있고 튀김옷은 훌륭한 조력자 역할을 한다. 요즘 들어 느끼는 건데 연근은 튀겨 먹을 때 제일 맛있는 것 같다.

#텐동
녹진한듯 바삭한 튀김, 고슬고슬한 밥, 은은한 단맛이 나는 타레까지 맛있는 텐동의 조건을 두루 갖췄다. 5종모듬에 없었던 다양한 재료를 맛볼 수 있어서 좋았고, 특히 브로콜리는 먹자마자 인생 소리가 나왔다.

#버터고구마 튀김
이 곳에 온다면 마무리는 꼭 버터고구마 튀김이길. 맛탕처럼 설탕으로 코팅된 고구마튀김에 버터를 올렸다. 상상한 그 맛인데, 상상 그 이상.

- 추천메뉴: 포테이토샐러드, 연근, 브로콜리, 버터고구마

instagram: colin_beak",맛있다
0,시라카와,,"튀김 오마카세 느낌
저어엉말 얇은 튀김옷이 오히려 재료 본연의 맛을 살려준다 브로콜리마저 맛있엉 ㅠㅠ
가지튀김도 맛있고
무엇보다 프렌치토스트는 녹는다 녹아",맛있다
0,시라카와,,잘먹었습니다,맛있다
0,시라카와,,"<맛있다>

이 곳 리뷰에는 오글토글, 허세가득한 제목을 붙이기 싫어서 그냥 '맛있다'로! 잡스러운 잔요소 없이 맛으로 일류인 곳이라 제목에 군더더기 붙이기도 미안한 곳이다.

첫 방문 때 워낙 맛있게 먹은 곳이라, 여자친구와 재방문ㅎㅎ 워낙 맛, 서비스 모두 완벽했던 곳인지라 짐작은 했지만.. 이제는 정말 완연한 '맛집'이 되었다. 빈자리 없이 가득찬 가게에 빠지기 무섭게 차는 예약손님들까지ㅎㅎ 첫 방문 때의 여유로운 식사 기억에 예약을 안 하고 온 댓가를 제대로 치러야 했다ㅋㅋ 약 한 시간 웨이팅으로 말이지.. 그래도 번호 적어놓고 근처 카페에 있었기 때문에 크게 힘들 건 없었다. 생각보단 빨리 자리가 나기도 했고!ㅎ

주문메뉴
덴푸라 : 마구로, 닭안심, 고구마, 까망베르
식사 : 텐동, 우엉튀김소고기우동
요리 : 트러플감자샐러드
음료 : 하이볼, 생맥주
여전히 참 맛있다. 역시 수식어가 필요 없는 맛집. 깔끔담백하니 맛있는 덴푸라는 오직 이 집에서만 느낄 수 있는, '공들인 튀김의 맛'이 살아있다. 튀김옷으로 재료의 맛을 해치는 것 없이 식감은 더욱 살리고, 재미와 새로운 맛까지 더했다.
처음 맛 본 마구로튀김은 예쁜 비주얼만큼 맛도 일류. 참치 등살 맛에 파스스한 튀김옷을 얇게 입힌 것뿐인데 아예 새로운 맛의 음식이다. 부드러움에 아주 재미진 변주를 가한 느낌ㅎ
그러나 이번에도 덴푸라 중 일등은 역시 고메버터고구마다. 버터가 녹기를 기다려 입에 넣으면.. 천국이 펼쳐진다. 뜨꺼워서 입에 불이 나지만 그래도 좋다싶은 맛이다. 맛있으니까 화상이 아니라 기분 좋은 불장난 같이 느껴지는 기적이... 일어난다ㅋ..

첫 방문에서 가장 만족스러웠던 메뉴 중 하나인 트러플감자샐러드는 뭔가 양이 살짝 줄어든 느낌이 있었당..ㅋ 내 착각일 수도 있지만..ㅎ 베이컨 없이 깔끔하면서도, 풍미뿜뿜인 맛은 여전히 최고였으므로 큰 문제는 아니긴 했다. 산뜻함과 눅진함이 공존하는 유일한 샐러드가 아닐까함 ^^

식사류로 시킨 텐동은 인생 첫 텐동이기도 하다. 미식경험이 짧은 고로.. 그간 텐동 먹어본 적이 없었음ㅋ. 같이 한 입씩 맛본 뒤, 여자친구 첫마디는.. 텐동 시작을 너무 높은 수준으로 해서 어떡하냐고ㅋㅋㅋ... 그렇다. 텐동도 지이인짜 맛있었다. 서비스로 두세 종 더 넣어주신 야채 덴푸라와 큼직한 새우 두마리가 자아내는 하모니란... 맛없없 조합임을 보는 순간 예상했고, 역시 그랬다. 텐동이란 음식, 제법 많이 맛있는 음식인 것 같다..!

추가한 식사 메뉴, 우엉튀김소고기우동은 굳이 순위를 매기면 가장 임팩트가 약한 메뉴였다. 나폴리탄을 먹을까하다 시킨 건데 면과 소고기의 특별함까지 기대하는 건 무리였던 듯. 그래도 우엉튀김은 맛있었다. 역시 시라카와는 튀김ㅋㅋ

후식으론 푸딩을 주문했더니, 떠먹는 말차초코까지 같이 주셨다. 넘쳐흐르는 서비스, 친절함도 그대로라는 얘기! 대기 적을 때부터, 입장, 주문, 서빙, 다 먹고 나갈 때까지 한 순간도 세심함과 배려를 놓지 않으시더라는.. 음식 맛 때문에 불친절해도 단골이 되었을 곳이긴 하나, 이런 완벽한 서비스 마인드까지 갖춘 곳이니 더욱 소중할 수 밖에 없다!

개인적으로 튀기면 다 맛있다는 말에 동의하지 않는다. 맛없고 성의없는 튀김도 얼마든지 있기 때문. 여기 튀김을 맛보면 다른분들도 동의하실 거라 생각한다. 튀김이 맛있어봤자지라고 생각하거나, 뭐 튀김은 다 비슷비슷하게 맛있지라고 생각하고 있다면 꼭 시라카와를 와보길 추천한다. 신세계를 보게 될 것이다. 덴푸라에 있어선, 아직 이 집을 능가하는 곳을 찾지 못했다ㅎㅎ",맛있다
0,시라카와,,"음식이 전반적으로 짜고 달지만 거슬리기 직전까지 간을 잘 맞춘듯
친절하고 편하게 한잔하기 좋음",맛있다
0,시라카와,,"다 맛있어요 굿굿
--------

수 회 방문 후.

밥집으로 후기 적으신 분들이 있는것같은데 여기는 밥집보다 술과 곁들여 먹는 요리라고 생각합니다.

야채를 안 좋아하는 저에게도, 여기는 야채를 맛있게 요리하는 곳이라 야채가 맛있고 그 외 다른 모든 음식을 잘 만들어낸다고 생각합니다.

와인 콜키지 되며, 가게에도 와인, 맥주 등등의 주류가 있습니다.

오래 먹을수있게 오래오래 번창하셨으면 좋겠습니다.",맛있다
